Order ID,Order Date,Ship Date,Customer ID,Customer Name,Segment,Product ID,Product Name,Category,Sub-Category,Region,State,City,Sales,Profit,Quantity,Discount,Ship Mode,Salesperson,Payment Method
ORD-106724,"Oct 18, 2024",25/10/2024,MH-63271,Maria Henderson,corporate,TEC-AC-2337,Canon Adjustable Accessorie,Technology,Accessories,South,Georgia,Savannah,$809.19,206.11,9,0.0,Second Class,Tammy Boone ,Cash
ORD-111660,"Oct 05, 2024",10/05/2024,JP-19508,Jonathan Peterson,Consumer,TEC-CO-6629,Apple Deluxe Copier,Tech,Copiers ,Central,Ohio,Cleveland,4941.2,1325.59,2,0.0,First Class, Lori Simmons,CASH
ORD-101296,"Feb 04, 2022","Feb 06, 2022",SP-68028,Steve Paul ,Corporate ,FUR-CH-2582,HON ADJUSTABLE CHAIR,Furniture ,Chairs,Central,Texas,Dallas,1360.7,16.11,2,0.0,FIRST CLASS,Suzanne Wood,gift card
ORD-102846,"May 21, 2023",21/05/2023,SK-98381,Sarah King,Home Office,FUR-TA-6374,Global Deluxe Table,Furniture,Tables,Central,Texas,Dallas,"$4,135.60",-578.7,10,0.5,Secnod Class,Zachary Mendoza,Debit  Card
ORD-112637,05/25/2023,05/31/2023,AH-55508,Ashley Hicks,Home Office ,TEC-AC-2475,Lenovo Deluxe Accessorie,Technology,Accessories, Central,Illinois,SPRINGFIELD,2037.6,-8.88,2,0.2,second class,William David DDS,
ORD-108071,05-12-2022,2022-05-15,AB-27154,Ashley Barton,Home Office ,OFF-SU-7698,Avery Compact Supplie,Office Supplies,Supplies,East, Pennsylvania,Pittsburgh,1159.9,19.88,12,0.4,Second Class,Connie Turner,Debit Card
ORD-110273,"Jun 07, 2023",06-12-2023,CL-64377,,Corporate,FUR-FU-2745,Sauder Wireless Furnishing,Furniture ,Furnishings,East,Pennsylvania,Philadelphia,569.8,9.07,6,0.2,second class,Larry Harris,Cash
ORD-102957,08/07/2023,07/15/2023,VR-15224,Vincent Reynolds,Corporate,FUR-CH-2381,Bevis Wireless Chair,furniture,CHAIRS,West ,Washington,Seattle ,2843.46,391.73,6,0.0, First Class,Samuel Turner,Cash
ORD-106903,"Nov 13, 2023","Nov 20, 2023",BH-10282,Brenda Hall ,Corporate,TEC-CO-4918,Canon Portable Copier,Tech,Copiers,N/A,Washington,Seattle,"24,304.68",3515.03,12,0.0,Frist Class,Andrew Harper,Cash
ORD-107330,2024-08-27,09/01/2024,MW-30181,Molly Watts,Corporate,OFF-ST-5712,Xerox Deluxe Storage,Office Supplies, Storage,West,Oregon,Portland,416.1,145.09,2,0.1,Second Class, Suzanne Wood,Cash
ORD-105457,2022-07-27,"Aug 02, 2022",MC-26683,Marie Christian,consumer,OFF-AR-7563,3M Premium Art, Office Supplies,Art,West,Oregon,Eugene,1165.54,182.62,12,0.4,first class,Samuel Turner,Bank Transfer
ORD-109588,01/02/2023,NULL,SD-67711,Susan Davis,CONSUMER,TEC-PH-3390,Canon Pro Phone,Tech, Phones,Central, Texas, Dallas,"$4,872.74",1077.46,7,0.5,Standrad Class,Travis Hobbs,debit card
ORD-111482,2023-07-22,07-26-2023,MJ-52600,Maria Jones ,Consumer,OFF-PA-6427,Fellowes Adjustable Paper,Office Supplies,Paper,West,Oregon, Portland,30.78,-3.19,2,0.4,Same Day,Felicia Krueger,Gift Card
ORD-104177,04-21-2023,25/04/2023,SG-89905,Samantha Gardner,HOME OFFICE,FUR-FU-9683,Global Portable Furnishing,Furniture,Furnishings,south,Georiga,Savannah,"1,553.20",359.79,10,0.0,SAME DAY,Larry Harris,CREDIT CARD
ORD-102768,02/09/2022,"Sep 02, 2022",RC-99539,Rhonda Chavez,Consumer,TEC-PH-3848,Dell Compact Phone,Technology,Phones,Central,Illinois,Chicago,818.31,271.69,1,0.2,First Class,Zachary Mendoza,Gift Card
ORD-103102,16/11/2022,21/11/2022,MA-66985,Mike Allen,Consumer,TEC-PH-4839,Epson Ergonomic Phone,Technology,Phones,East,New Jersey,Newark,"$7,941.70",-672.74,7,0.4,STANDARD CLASS,Felicia Krueger,Cash
ORD-107429,22/09/2023,"Sep 26, 2023",DM-14207,Danny Morgan,Corporate,OFF-SU-9824, 3M Premium Supplie, Office Supplies,Supplies,Central,illinois,Springfield,$34.68,5.64,1,0.5,First Class,Amber Yang,Credit Card
ORD-105321,04-21-2024,2024-04-22,ML-64040, Michael Lyons,Consumer,OFF-PA-7021,Newell Compact Paper,Offce Supplies,Paper,East, Pennsylvania,Pittsburgh,252.94,61.2,12,0.4,second class,Pamela Gutierrez,Credit Card
ORD-110474,03/08/2023,2023-08-10,DS-77000,David Smith,Corporate ,TEC-AC-6372,HP Executive Accessorie,TECHNOLOGY,Accessories,Central,TEXAS,Austin,"3,900.55",685.78,5,0.0,Standard Class, Maria Henry,
ORD-111340,24/02/2025,"Feb 28, 2025",AH-46048,Angie Henderson,Consumer,OFF-FA-9037,Xerox Ergonomic Fastener,Office Supplies,Fasteners,West,Washington,Seattle,607.51,87.28,8,0.15,same day,Kristin Mendoza,Credit Card
ORD-108275,04-11-2024,2024-04-18,LH-40784,Laura Haney,Home Office,OFF-EN-1430,Acme Portable Envelope,Office Supplies,Envelopes,West,oregon,Portland,835.1,284.22,6,0.2,Second Class,Travis Hobbs,PayPal
ORD-111229,"Jun 16, 2024","Jun 23, 2024",DJ-52487,Denise Jacobs,corporate,TEC-AC-3852,Logitech Pro Accessorie,Technology, Accessories,East, New York,Buffalo,-3845.13,790.48,3,0.0,Second Class,Felicia Krueger,Gift  Card
ORD-106474,24/08/2025,,AR-67433,Allen Rosales,Home Office,TEC-AC-6372,HP Executive Accessorie,Tech,Accessories,East,New York,Buffalo,1989.3,-250.84,3,0.15,Standard Class,Robert Dennis, PayPal
ORD-106902,01/14/2024,"Jan 20, 2024",KG-97900,Kimberly Gibson,Consumer,OFF-PA-9281,Avery Portable Paper,Office Supplies,Paper,Central , Texas,Houston,342.48,85.98,10,0.2,Second Class,Jennifer Hernandez,Gift Card
ORD-107068,04-24-2022,04/27/2022,SH-45382,Shane Henderson, Home Office,FUR-CH-5456,Sauder Adjustable Chair,furniture,CHAIRS,East,New Jersey,Newark,"$2,452.55",598.78,5,0.0, Second Class,Andrew Harper,Bank Transfr
ORD-100739,19/11/2025,"Nov 25, 2025",AC-43289,Amber Cooper,Corporate,TEC-CO-3252,HP Classic Copier,Technology ,Copiers,East,NEW YORK, Buffalo,"4,431.58",281.74,4,0.2,First Class,Ryan Landry,credit card
ORD-111204,2024-07-12,19/07/2024,MF-81643,Maria Fisher,Consumer,OFF-AR-2341,Newell Heavy-Duty Art,Office Supplies,Art,Central, Texas,Houston,$577.84,162.64,9,0.3,Standard Class ,Kyle Chambers,cash
ORD-102783,03/22/2022,03-28-2022,EW-45697,Erin Warner,corporate,FUR-FU-1962,bush portable furnishing,Furniture,Furnishings,East,Pennsylvania,Pittsburgh,1226.5,378.65,5,0.5,Second Class,Lori Simmons,Debit Card
ORD-109084,05/07/2025,2025-07-11,JB-47353,John Bishop ,Consumer,OFF-PA-1502,3M Pro Paper,Office Supplies,Paper,West,Washington,Seattle,667.1,39.89,7,0.0,same day,Katherine Stark, Bank Transfer
ORD-102764,2022-10-04,"Oct 06, 2022",JM-11607,Jeffrey Mendez,Home Office,OFF-PA-6427,Fellowes Adjustable Paper,Office Supplies,Paper,South ,Georgia,Atlanta,$130.81,23.28,6,0.15, Same Day,EMMA BUTLER,Cash
ORD-101171,10-10-2022,10-10-2022,WH-38864,William Herrera,Consumer,FUR-TA-5967,BEVIS WIRELESS TABLE,Furniture,Tables,West,Oregon,Eugene,"$10,356.48",484.03,12,0.0,standard class,Emma Butler,Cash
ORD-107241,2023-06-18,06/25/2023,AH-48780,Alexis Harris,Home Office,FUR-FU-5927,bush premium furnishing,Furniture,Furnishings,Central,Texus,Dallas,6608.7,2267.83,10,0.15,First Class,Ryan Landry,Credit Card
ORD-110105,02/24/2024,02/03/2024,MM-23176,Marie Moody,Consumer,OFF-BI-3162,Xerox Wireless Binder,Office Supplies,Binders,Central,Texus,Houston,1276.4,-177.5,12,0.0,SAME DAY,Justin Walker,Credit Card
ORD-102349,05/13/2025,"Dec 15, 2020",MJ-32962,michelle jacobs,Corporate,TEC-MA-3762,HP Portable Machine,Tech,Machines,CENTRAL,Ohio,Cleveland,"2,044.00",129.15,2,0.3,Same day ,Robert Jackson,CASH
ORD-102087,2025-03-10,10/03/2025,PB-91439,,Consumer,TEC-PH-3390,Canon Pro Phone,Technology,Phones,South,Georgia,Atlanta,5012.0,962.27,6,0.4,Same Day,Kyle Chambers,Debit Card
ORD-110460,12-26-2025,02/01/2026,CM-29536,Courtney Mills,Home Office,TEC-MA-8951,logitech heavy-duty machine,Technology,machines,East,Pennsylvania,Philadelphia,"10,740.00",-16.13,6,0.2,First Class,Justin Walker,Gift  Card
ORD-103764,"Nov 22, 2023",11-22-2023,AS-60277,Ashley Smith,Consumer,OFF-PA-7807,Xerox Wireless Paper,Office Supplies,Paper,Central,Illinois,Springfield,1493.5,270.64,11,0.0, Second Class,Joseph Howard,Credit Card
ORD-105909,07/06/2025,,SB-32241,Stephanie Byrd,Home Office,TEC-PH-4839,Epson Ergonomic Phone, Technology,Phones,East,Pennsylvania,PHILADELPHIA,15127.04,503.81,8,0.0,First Class,Suzanne Wood,CASH
ORD-107744,23/07/2024,29/07/2024,ER-44816,Emma Reed, Consumer,OFF-ST-3340,Fellowes Standard Storage,Office Supplies,Storage,East, New Jersey,Newark,490.75,62.13,4,0.2,Same day ,Robert Dennis,Cash
ORD-108516,13/12/2025,2025-12-18,JW-18907,Jamie Walton,Home Office,TEC-CO-6194,HP Standard Copier,Technology,Copiers,Central, Texas,Houston,"$5,452.51",-623.44,8,0.4,Same Day,Nathaniel Lee,Debit  Card
ORD-103387,08-26-2023,30/08/2023,MP-35485,Maria Parker, Home Office,TEC-PH-4189,Epson Deluxe Phone,Technology,Phones,Central,Ohio,Columbus,8093.03,-1110.69,11,0.0,First Class, Renee Melendez,Cash
ORD-108378,08-10-2023,2023-08-12,CM-29536, Courtney Mills,HOME OFFICE,OFF-PA-6090,Fellowes Compact Paper,Offce Supplies,Paper,SOUTH,georgia,Savannah,35.82,12.42,9,0.0,Same Day,Kyle Chambers,CREDIT CARD
ORD-101762,2025-07-26,"Jul 26, 2025",JP-31632,Jesse Perez,Corporate,TEC-PH-7164,Samsung Deluxe Phone,Technology ,Phones,West,Washington,Spokane ,18052.55,4733.06,11,0.1,Standard Class ,Travis Hobbs,Gift  Card
ORD-100853,08/09/2025,08-12-2025,KL-52906,Kenneth Lewis,consumer,OFF-AR-2344,Newell Executive Art,Office Supplies,Art,Central,Illinois,Chicago,294.6,2.87,2,0.5,Standard Class,Joseph Howard,Debit Card
ORD-106030,24/07/2023,07-27-2023,LA-67905,,Corporate,OFF-ST-8179,Acme Heavy-Duty Storage,Office Supplies,Storage,east,New York,NEW YORK CITY,390.14,33.97,2,0.0,Standard Class,Larry Harris,CREDIT CARD
ORD-109801,08-31-2024,01/01/2021,TR-85574,Timothy Romero, Consumer,TEC-CO-7367,Samsung Heavy-Duty Copier,Technology,Copiers,South,Florida,Tampa,"$1,770.92",-15.61,2,0.4,Standrad Class,David Robinson,PAYPAL
ORD-104380,10/07/2022,10/10/2022,JA-74340,Jose Allen,Consumer,FUR-BO-5186,Bush Standard Bookcase,Furniture,Bookcases, West,Oregeon,Eugene,1213.46,-69.2,6,0.3,SECOND CLASS,James Webster,Debit Card
ORD-105383,05/10/2022,2022-10-06,MB-66057,Mark Brown,Home Office,FUR-CH-8532,Global Deluxe Chair,Furnture,Chairs,Central, Ohio,Cleveland,4993.2,1202.5,12,0.5,Standard Class,Zachary Mendoza,Debit Card
ORD-110339,2024-12-06,12/08/2024,LR-30758, Larry Robertson,Corporate ,OFF-LA-9348,3M Portable Label, Office Supplies,Labels,WEST,Oregon,Portland,$973.50,-24.29,12,0.5,FIRST CLASS,Larry Harris,Credit  Card
ORD-109579,2022-05-10,05-15-2022,CT-57739,Colin Terry,Corporate,FUR-BO-7765,Global Standard Bookcase,Furniture,Bookcases,West,California,San Francisco,3549.45,-16.47,7,0.2,Standrad Class,Kyle Chambers,PayPal
ORD-101518,"Jan 24, 2023",2023-01-31,HF-54236,Holly Farmer,Corporate,TEC-PH-3222,Canon Portable Phone,technology,Phones,WEST,Washington,Spokane,5640.7,516.03,12,0.5,Standard Class,Maria Henry,Bank Transfer
ORD-111347,03-09-2022,03-12-2022,JM-82544,Jeremy Mitchell,Home Office,FUR-FU-4984,Global Heavy-Duty Furnishing ,Furniture,Furnishings,West, Oregon,Portland,"3,744.72",-219.9,7,0.4,same day,Jennifer Hernandez,Debit Card
ORD-108045,2022-08-07,08-08-2022,DW-86622,Donald Wright,Corporate,TEC-AC-2712,Apple Ergonomic Accessorie,Tech,Accessories,Central,Texas,Dallas ,20726.64,-1782.97,9,0.0,FIRST CLASS,William Harrison,BANK TRANSFER
ORD-106236,"Jul 26, 2024",07/30/2024,JY-53933,John Young, Consumer,OFF-BI-6119,Xerox Heavy-Duty Binder,Offce Supplies,Binders,central,Texas,Austin,459.98,-50.71,12,0.3,Same day ,Connie Turner,
ORD-112097,2024-12-07,2024-12-08,SK-95215,Sergio Knight,Consumer,TEC-CO-7367,Samsung Heavy-Duty Copier,technology,COPIERS,West,California,San Francisco,"14,757.70",-2055.17,10,0.0,Same Day,Maria Brown,gift card
ORD-112457,04/05/2023,05/06/2023,PD-57419,pamela diaz,Home Office,OFF-AR-2344,Newell Executive Art,Office Supplies,Art,East,Pennsylvania,Philadelphia,"1,296.24",265.66,11,0.4,Second Class,Emma Butler, Gift Card
ORD-108777,10-07-2024,2024-10-11,JB-63528,Joyce Bowen,Corporate,OFF-AR-2669,Avery Ergonomic Art,Office Supplies,ART,South,Georgia,Savannah,$27.33,7.2,11,0.5,Same Day,Joseph Howard, Bank Transfer
ORD-110758,"Jan 06, 2025",07/01/2025,CS-25012,Chad Scott,Consumer,OFF-BI-9498,Newell Standard Binder,Office Supplies ,Binders,South ,Georgia,Savannah,"$1,396.33",-164.45,12,0.3,First Class,Amber Yang,BANK TRANSFER
ORD-112588,"Dec 07, 2024",12/09/2024,JC-86484,Jessica Callahan, Corporate,TEC-CO-1693,Samsung Ergonomic Copier,Tech,Copiers,South,Georgia,Atlanta,"$11,403.95",2357.04,5,0.0,Second Class,Maria Brown,gift card
ORD-108553,"Aug 04, 2024",2024-08-04,LS-91987,Lance Simmons,Consumer,TEC-MA-6152,Apple Standard Machine,Technology ,Machines,South,Florida,Orlando,1494.5,386.75,4,0.3,First Class,ROBERT DENNIS,Debit Card
ORD-107571,05-16-2025,"May 16, 2025",WH-38864,william herrera,Consumer,TEC-CO-3419,Samsung Wireless Computer ,Technology,Computers,East,new york,Buffalo,2107.5,387.96,11,0.5,Secnod Class,Emma Butler,Gift Card
ORD-104381,2025-07-05,07-06-2025,MS-55293,Michael Stanley,home office,TEC-CO-6554,Lenovo Adjustable Copier,Tech,Copiers,East ,Pennsylvania,Philadelphia,"$8,754.06",145.75,10,0.3,Second Class,Robert Jackson,PayPal
ORD-107839,"Oct 20, 2025",10-24-2025,SJ-65108,Shannon James,Home Office,FUR-FU-2044,Sauder Pro Furnishing,FURNITURE,Furnishings,West,CALIFORNIA,San Francisco,"$2,021.60",546.61,5,0.2,Second Class,Justin Walker,Bank Transfer
ORD-101272,01/04/2022,2022-01-07,RC-28758,NULL,CONSUMER,FUR-FU-6236,Hon Classic Furnishing,furniture,Furnishings,West,CALIFORNIA,San Francisco,522.19,52.79,1,0.15,Frist Class,Emma Butler,PAYPAL
ORD-106369,11-04-2024,11-04-2024,KS-33509,kathryn snyder,home office,TEC-PH-3711,Samsung Classic Phone,technology,Phones,Central,Ohio,Columbus ,"12,572.00",-365.15,8,0.0,First Class,Connie Turner,Cash
ORD-100685,2023-01-20,01/20/2023,TR-85574,Timothy Romero,Consumer,TEC-MA-2526,Apple Pro Machine,Technology ,Machines,west,California,San Francisco ,"$2,429.60",-181.31,3,0.3, Same Day,William David DDS,Credit Card
ORD-107896,03/11/2024,11/07/2024,NA-12560,Nichole Alvarez,home office,TEC-AC-2337,Canon Adjustable Accessorie,TECHNOLOGY,Accessories,Central,Texas,Austin,$449.55,123.91,5,0.0,Same Day,Kyle Chambers,Credit Card 
ORD-109118,"May 24, 2024",05/29/2024,RH-85674,Rebecca Henderson,Consumer ,OFF-PA-3007,Acme Wireless Paper,Offce Supplies,Paper,South,Georiga,Atlanta,117.9,40.18,3,0.1,Same Day,Robert Jackson,cash
ORD-104939,04-02-2023,04/05/2023,VB-64921,VICTOR BROWN,Home Office,OFF-AR-5016,Newell Portable Art,office supplies,Art,West, California,Los Angeles,$14.27,0.25,2,0.1,Frist Class,Katherine Stark,Cash
ORD-104786,2022-01-26,"Jan 29, 2022",JL-96991,Jason Love,Home Office,OFF-EN-6992,Acme Portable Envelope,Office Supplies,Envelopes,South,Georgia,Atlanta,$405.54,60.71,6,0.0, Standard Class,SUZANNE WOOD,PayPal
ORD-112187,"Jun 30, 2024",07-03-2024,RM-92213,Robert Montgomery,Consumer,OFF-AR-5016,Newell Portable Art,Office Supplies,Art,South,Georgia,Savannah,31.72,NULL,5,0.2,SECOND CLASS,Robert Dennis,PAYPAL
ORD-106118,11-26-2024,11/28/2024,MT-51704, Melissa Taylor,home office,OFF-SU-7642,Xerox Standard Supplie,Offce Supplies,Supplies,west,Oregon,Portland ,"$2,666.04",154.93,12,0.0,Same day ,Pamela Gutierrez,Bank Transfer
ORD-104793,11-21-2023,11-21-2023,ZM-43466,Zachary Michael,Home Office,TEC-AC-2337,Canon Adjustable Accessorie,Technology,Accessories,WEST,Oregon,Eugene,719.28,-60.34,10,0.2,Second Class,Maria Henry ,Gift Card
ORD-100855,01-24-2024,2024-01-26,FW-18968,Franklin Wright,consumer,TEC-PH-3848,dell compact phone,Technology,Phones,central,Texas,Houston,5216.7,241.62,6,0.15,Second Class,Kristen Rowe,Bank Transfer
ORD-107581,"Dec 15, 2024",12/17/2024,AR-33086,Anthony Romero,Home Office,TEC-PH-2374,HP Compact Phone,TECHNOLOGY,Phones ,EAST,New Jersey,Jersey City,696.52,233.58,1,0.0,First Class,Maria Henry,Debit  Card
ORD-109148,04/10/2023,2023-04-15,GJ-84177,Gary Jackson,CONSUMER,OFF-BI-8231,Acme Pro Binder, Office Supplies,Binders, West,california,San Diego,197.3,48.88,9,0.2,SAME DAY,Robert Jackson , Credit Card
ORD-104945,"Jun 26, 2024","Jul 01, 2024",GL-87110,garrett lin,Home Office,TEC-CO-3267, Canon Heavy-Duty Computer,Technology,Computers,WEST,CALIFORNIA,Los Angeles,$268.94,57.25,2,0.1, Same Day,David Robinson,bank transfer
ORD-112770,16/02/2024,"Feb 18, 2024",NM-47930,Nathan Maldonado,CONSUMER,TEC-MA-3762,HP Portable Machine,Technology,Machines,Central,Texas,Austin,15768.0,85.26,12,0.1,Same Day,Maria Brown, Credit Card
ORD-107564,"Jul 09, 2022",2022-07-13,EM-59856,Evelyn Martinez,Corporate,TEC-MA-3762,HP Portable Machine,Technology,Machines,Central,Texas,Houston,730.0,136.45,1,0.5,Same Day,Robert Dennis,cash
ORD-104584,05/07/2024,07/07/2024,HL-66148,N/A, Home Office,OFF-FA-1674,Acme Heavy-Duty Fastener,Office Supplies,Fasteners,East,New York,New York City ,106.2,24.79,8,0.0,Second Class,emma butler,Debit Card
ORD-103151,"Dec 08, 2022",08/12/2022,GM-14165,Gina Moore,consumer,TEC-AC-7523,Samsung Deluxe Accessorie,Technology,Accessories,Central,TEXAS,Houston,"$4,358.07",-288.8,3,0.4,Standard Class,Pamela Gutierrez,Pay Pal
ORD-108206,"Oct 17, 2025",22/10/2025,AR-67433,Allen Rosales,Home Office,OFF-PA-9796,Boston Executive Paper,office supplies, Paper,West,WASHINGTON,Seattle,935.3,-115.43,9,0.1,First Class,Nathaniel Lee,PAYPAL
ORD-110955,11/16/2025,"Nov 20, 2025",AS-87397,Abigail Shaffer,Corporate,FUR-TA-3604,Novimex Compact Table,Furniture,TABLES,South,Georgia,Savannah,"$3,960.00",1347.96,5,0.0,STANDARD CLASS,David Robinson,Cash
ORD-110091,2023-06-26,02/07/2023,CL-81482,Connie Lawrence,Consumer,TEC-AC-3852,Logitech Pro Accessorie,Technology,Accessories, West,California,SAN FRANCISCO,"$8,971.97",-710.88,7,0.0,Same Day,Suzanne Wood,Credit Card
ORD-102773,23/03/2024,,SA-26828,Sandra Aguilar,Home Office,TEC-PH-8039,Epson Premium Phone,Technology,Phones,SOUTH,Georgia,Savannah,6982.58,-180.64,7,0.2,Standrad Class,Robert Dennis,PayPal
ORD-100858,"Sep 27, 2023",09-27-2023,DD-96846,David Davis,Corporate,FUR-TA-1430,Bush Ergonomic Table,FURNITURE,Tables,WEST,California,Los Angeles,-1962.07,154.89,7,0.2,First Class,Kyle Chambers, Debit Card
ORD-108814,08-05-2022,08/06/2022,LD-14117,Larry Dixon,Corporate,OFF-ST-4898,Avery Wireless Storage,OFFICE SUPPLIES,Storage,West,California,San Francisco,$569.60,119.94,12,0.3,First Class,Robert Dennis,Gift Card
ORD-107259,2022-07-28,"Aug 01, 2022",EM-55870,Ellen Morgan,consumer,OFF-EN-3531,Boston Pro Envelope,Office Supplies,Envelopes,West,CALIFORNIA,San Francisco,2505.1,300.24,12,0.0,First Class,James Webster, Debit Card
ORD-104333,08/08/2024,08/13/2024,AB-50768,Adam Burgess,Consumer ,FUR-BO-5186,Bush Standard Bookcase,Furniture ,Bookcases,WEST, California,Los Angeles,288.92,-38.58,1,0.0,Same Day,Lori Simmons,PayPal
ORD-103111,03-08-2022,,AB-50768,Adam Burgess,consumer,OFF-FA-5176,Fellowes Wireless Fastener,Offce Supplies,Fasteners,South,Georgia,Atlanta,692.7,105.67,3,0.0, Same Day,Nathaniel Lee,PayPal
ORD-101775,02/02/2023,2023-02-03,DM-14207,Danny Morgan, Corporate,TEC-MA-6152,Apple Standard Machine, Technology,Machines,Central,Ohoi,Columbus,"$1,067.50",205.85,2,0.0,FIRST CLASS,Larry Harris,Debit Card
ORD-106030,24/07/2023,2023-07-27,LA-67905,Lisa Allen, Corporate,OFF-EN-1430,Acme Portable Envelope,Office Supplies ,ENVELOPES,East,New York,New York City,"1,043.88",-84.91,6,0.0,Standard Class,Larry Harris,Credit Card
ORD-109869,01/10/2025,N/A,MM-73904,Michael Mitchell,Consumer,OFF-FA-1674,Acme Heavy-Duty Fastener,OFFICE SUPPLIES,Fasteners,West,California,San Francisco,39.8,3.31,5,0.4,second class,Maria Brown,Gift Card
ORD-111782,2024-12-01,12/03/2024,VB-64921,Victor Brown,Home Office,OFF-ST-2943,Newell Wireless Storage, Office Supplies,Storage,SOUTH,Georgia,Savannah,932.05,325.48,10,0.3,First Class,James Webster,Gift Card
ORD-100106,2024-04-13,04/14/2024,RS-29936,Randy Smith,Corporate,OFF-PA-7807,Xerox Wireless Paper,Office Supplies ,Paper,Central,Ohio,Columbus,"$1,154.05",227.46,10,0.15,first class,Pamela Gutierrez,PAYPAL
ORD-106464,"Jun 06, 2023",NULL,AH-93810,Allison Hill,Consumer,OFF-FA-7524,Xerox Portable Fastener ,Office Supplies,Fasteners,East,pennsylvania,Pittsburgh,64.82,-9.69,1,0.0,Frist Class,William David DDS,PayPal
ORD-102758,10-30-2022,,DE-43386,Diane Evans, Consumer,OFF-ST-3248,avery deluxe storage,office supplies,Storage,East,New Yrok,Buffalo,1716.12,,12,0.4,STANDARD CLASS,Emma Butler, Debit Card
ORD-107126,2022-09-13,"Sep 18, 2022",KS-78937,Kimberly Sharp, Corporate,TEC-PH-3848,Dell Compact Phone,Technology,Phones,West,Oregon,Eugene,511.44,151.87,1,0.5,First Class,Larry Harris ,Cash
ORD-100372,05/01/2022,2022-01-11,AW-19305,Ashley Waller,Home Office ,TEC-PH-5040,Samsung Compact Phone,Technology,Phones,SOUTH,Georgia,Atlanta,"$6,872.74",572.45,11,0.5,First Class,nathaniel lee,Cash
ORD-101564,04-29-2024,05-01-2024,SJ-50857,Sierra Johnson,Corporate,FUR-FU-1962,Bush Portable Furnishing,Furniture ,Furnishings,West,Washington,Seattle,1962.4,-189.85,5,0.2,FIRST CLASS,Nathaniel Lee,Credit Card
ORD-105626,2024-12-12,12/12/2024,KL-75338,Kelly Lee,Home Office,FUR-FU-4984,Global Heavy-Duty Furnishing,Furniture,FURNISHINGS,East,New Jersey,Newark,"$1,872.36",-264.18,3,0.3,Same Day,N/A,Gift  Card
ORD-109613,2023-08-29,"Aug 31, 2023",KS-53719,Katherine Salas,Consumer,FUR-FU-3588,Hon Executive Furnishing,Furniture,Furnishings, West,Oregon,Portland,"$1,132.68",313.98,3,0.1,First Class,James Webster,Bank Transfer
ORD-110067,"Mar 31, 2024",03/31/2024,SR-16582,Shannon Ramsey,Home Office,FUR-CH-8635,Bush Ergonomic Chair,Furniture,Chairs,West,WASHINGTON,Spokane,620.14,11.28,2,0.0,Standard Class,Robert Jackson,Gift Card
ORD-104275,2025-08-04,08/08/2025,DK-71213,Daniel Kennedy,HOME OFFICE,FUR-TA-9625,Bush Premium Table,FURNITURE,Tables,South,Florida, Miami,$514.16,-13.3,4,1.5,Same Day,Joseph Howard,paypal
ORD-107729,2024-03-06,2024-03-08,RH-65461,Richard Henson,Consumer,OFF-PA-3007,Acme Wireless Paper,OFFICE SUPPLIES,Paper,South,Georgia,Savannah,21.83,0.24,1,0.5,same day,Tammy Boone, Gift Card
ORD-108683,07/10/2025,07-11-2025,HF-90120,Heather Fields,Consumer,TEC-CO-3513,Apple Heavy-Duty Copier, Technology, Copiers,east,New Jersy,Jersey City,11390.78,-847.53,8,0.4,Same day ,Justin Walker,PayPal
ORD-110422,13/01/2023,"Jan 17, 2023",RC-99539,Rhonda Chavez,CONSUMER,TEC-CO-6554,Lenovo Adjustable Copier,Technology,Copiers,Central,Ohio,Cleveland,6378.0,-916.61,6,0.15,STANDARD CLASS,Samuel Turner,PayPal
ORD-110687,2022-08-10,"Aug 10, 2022",SC-58944,Sharon Cochran,CORPORATE,OFF-AR-6736, Acme Executive Art,Office Supplies,Art, East,NEW YORK,Buffalo,$573.39,102.21,3,0.0,Standard Class,Katherine Stark ,Gift Card
ORD-101249,2023-03-24,N/A,DF-20322,Deborah Figueroa,Consumer,TEC-AC-9312,Apple Wireless Accessorie,Technology,Accessories,East,New Jersey,Newark,13981.44,-1292.28,12,0.0, Second Class,Kristen Rowe,Credit  Card
ORD-100442,02-24-2025,"Mar 02, 2025",AL-11504,Angela Lopez,Home Office,OFF-AR-9047,Boston Compact Art,Offce Supplies,Art,West,California,Los Angeles,32.6,7.18,2,0.2,First Class,David Robinson,Credit Card
ORD-108058,22/07/2024,"Jul 29, 2024",AC-43289,Amber Cooper,Corporate,TEC-AC-6286,Logitech Standard Accessorie ,Technology ,Accessories,West,Washingtion,Spokane,"1,737.51",421.18,6,0.5,Second Class,Amber Yang,credit card
ORD-100089,11-26-2024,12/01/2024,SA-50538,SHELLY ALEXANDER,Home Office,OFF-SU-6900,Fellowes Portable Supplie,office supplies,Supplies,Central,Texas,Dallas,212.61,,7,0.3,SAME DAY,Tammy Boone,Credit Card
ORD-100741,10/31/2022,03/11/2022,AH-88047,Ashley Hall,Corporate,OFF-BI-8231,Acme Pro Binder,office supplies,Binders, West,Washington,Seattle,$131.52,41.33,6,0.2,Standard Class,Tammy Boone,Credit Card
ORD-104378,06-09-2022,,CG-38221,Carla Gray,corporate,TEC-CO-1025,Dell Adjustable Computer,Technology,Computers,central,TEXAS,Austin,"$3,452.96",143.47,8,0.3,Standard Class,JOSEPH HOWARD,Cash
